primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,len_sec_labels,path,frames,sr,duration
woosan,[],[''],58.7773,23.6638,Tringa glareola,Wood Sandpiper,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/746580,woosan/XC746580.ogg,0,/kaggle/input/birdclef-2023/train_audio/woosan/XC746580.ogg,416256,32000,13.008
yertin1,[],['song'],-6.256,39.3761,Pogoniulus bilineatus,Yellow-rumped Tinkerbird,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/633683,yertin1/XC633683.ogg,0,/kaggle/input/birdclef-2023/train_audio/yertin1/XC633683.ogg,664320,32000,20.76
hamerk1,[],"['adult', 'call', 'sex uncertain', 'song']",9.2791,12.4724,Scopus umbretta,Hamerkop,Sun Madakan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/605762,hamerk1/XC605762.ogg,0,/kaggle/input/birdclef-2023/train_audio/hamerk1/XC605762.ogg,591360,32000,18.48
comsan,[],['nocturnal flight call'],60.2357,25.0058,Actitis hypoleucos,Common Sandpiper,Juha Saari,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/554068,comsan/XC554068.ogg,0,/kaggle/input/birdclef-2023/train_audio/comsan/XC554068.ogg,819200,32000,25.6
piecro1,[],['call'],-22.592,45.3907,Corvus albus,Pied Crow,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/162386,piecro1/XC162386.ogg,0,/kaggle/input/birdclef-2023/train_audio/piecro1/XC162386.ogg,451396,32000,14.106125
norfis1,[],"['adult', 'male']",-3.147,36.694,Lanius humeralis,Northern Fiscal,paulo kivuyo,Creative Commons Attribution-ShareAlike 4.0,4.0,https://www.xeno-canto.org/605753,norfis1/XC605753.ogg,0,/kaggle/input/birdclef-2023/train_audio/norfis1/XC605753.ogg,1343232,32000,41.976
vilwea1,['piecro1'],"['call', 'song']",-12.8158,28.2237,Ploceus cucullatus,Village Weaver,Bob Planque,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/153678,vilwea1/XC153678.ogg,1,/kaggle/input/birdclef-2023/train_audio/vilwea1/XC153678.ogg,2494380,32000,77.949375
blbpuf2,[],['call'],-33.5444,26.7468,Dryoscopus cubla,Black-backed Puffback,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/490791,blbpuf2/XC490791.ogg,0,/kaggle/input/birdclef-2023/train_audio/blbpuf2/XC490791.ogg,3483272,32000,108.85225
hadibi1,[],['song'],2.4061,15.8474,Bostrychia hagedash,Hadada Ibis,Andres Angulo Rubiano,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/492327,hadibi1/XC492327.ogg,0,/kaggle/input/birdclef-2023/train_audio/hadibi1/XC492327.ogg,115200,32000,3.6
thrnig1,[],"['alarm call', 'begging call', 'juvenile']",56.0878,47.2643,Luscinia luscinia,Thrush Nightingale,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/492468,thrnig1/XC492468.ogg,0,/kaggle/input/birdclef-2023/train_audio/thrnig1/XC492468.ogg,387030,32000,12.0946875
wlwwar,[],['song'],56.1377,47.353,Phylloscopus trochilus,Willow Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/573406,wlwwar/XC573406.ogg,0,/kaggle/input/birdclef-2023/train_audio/wlwwar/XC573406.ogg,3850240,32000,120.32
yebapa1,[],['song'],12.954,-16.7403,Apalis flavida,Yellow-breasted Apalis,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/476614,yebapa1/XC476614.ogg,0,/kaggle/input/birdclef-2023/train_audio/yebapa1/XC476614.ogg,691296,32000,21.603
woosan,[],[''],39.4711,-8.0301,Tringa glareola,Wood Sandpiper,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/749070,woosan/XC749070.ogg,0,/kaggle/input/birdclef-2023/train_audio/woosan/XC749070.ogg,588288,32000,18.384
spwlap1,[],"['alarm call', 'flight call']",5.1844,-3.4834,Vanellus spinosus,Spur-winged Lapwing,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/304959,spwlap1/XC304959.ogg,0,/kaggle/input/birdclef-2023/train_audio/spwlap1/XC304959.ogg,1082514,32000,33.8285625
comsan,[],['call'],37.9081,-8.0376,Actitis hypoleucos,Common Sandpiper,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/352466,comsan/XC352466.ogg,0,/kaggle/input/birdclef-2023/train_audio/comsan/XC352466.ogg,270838,32000,8.4636875
barswa,[],['call'],36.8149,-6.3366,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/334130,barswa/XC334130.ogg,0,/kaggle/input/birdclef-2023/train_audio/barswa/XC334130.ogg,353593,32000,11.04978125
piekin1,[],['call'],-8.1871,36.6653,Ceryle rudis,Pied Kingfisher,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/515827,piekin1/XC515827.ogg,0,/kaggle/input/birdclef-2023/train_audio/piekin1/XC515827.ogg,460800,32000,14.4
tafpri1,['combul2'],"['call', 'song']",-6.7832,39.2033,Prinia subflava,Tawny-flanked Prinia,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/443030,tafpri1/XC443030.ogg,1,/kaggle/input/birdclef-2023/train_audio/tafpri1/XC443030.ogg,694272,32000,21.696
categr,[],[''],0.2165,-78.2183,Bubulcus ibis,Cattle Egret,Patricio Mena Valenzuela,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/757065,categr/XC757065.ogg,0,/kaggle/input/birdclef-2023/train_audio/categr/XC757065.ogg,2967103,32000,92.72196875
categr,[],['flight call'],37.1658,-7.6207,Bubulcus ibis,Cattle Egret,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/527812,categr/XC527812.ogg,0,/kaggle/input/birdclef-2023/train_audio/categr/XC527812.ogg,212736,32000,6.648
subbus1,[],"['call', 'male']",8.1082,-1.994,Telophorus sulfureopectus,Sulphur-breasted Bushshrike,Phil Gregory,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/177372,subbus1/XC177372.ogg,0,/kaggle/input/birdclef-2023/train_audio/subbus1/XC177372.ogg,1349172,32000,42.161625
piecro1,[],"['song', 'subsong?']",-4.7611,38.3342,Corvus albus,Pied Crow,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/453992,piecro1/XC453992.ogg,0,/kaggle/input/birdclef-2023/train_audio/piecro1/XC453992.ogg,69120,32000,2.16
afpwag1,[],['call'],8.2526,37.6159,Motacilla aguimp,African Pied Wagtail,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/268616,afpwag1/XC268616.ogg,0,/kaggle/input/birdclef-2023/train_audio/afpwag1/XC268616.ogg,1848576,32000,57.768
gbesta1,[],[''],-22.9467,31.2211,Lamprotornis chalybaeus,Greater Blue-eared Starling,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/696446,gbesta1/XC696446.ogg,0,/kaggle/input/birdclef-2023/train_audio/gbesta1/XC696446.ogg,820872,32000,25.65225
sichor1,[],['alarm call'],-4.988,38.6454,Bycanistes brevis,Silvery-cheeked Hornbill,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/474160,sichor1/XC474160.ogg,0,/kaggle/input/birdclef-2023/train_audio/sichor1/XC474160.ogg,896940,32000,28.029375
bkctch1,[],"['duet', 'song']",-33.5411,27.0406,Tchagra senegalus,Black-crowned Tchagra,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/352045,bkctch1/XC352045.ogg,0,/kaggle/input/birdclef-2023/train_audio/bkctch1/XC352045.ogg,1953541,32000,61.04815625
grewoo2,[],['call'],-2.9965,37.6244,Phoeniculus purpureus,Green Woodhoopoe,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/377587,grewoo2/XC377587.ogg,0,/kaggle/input/birdclef-2023/train_audio/grewoo2/XC377587.ogg,127488,32000,3.984
eubeat1,[],[''],46.9596,21.6084,Merops apiaster,European Bee-eater,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/696542,eubeat1/XC696542.ogg,0,/kaggle/input/birdclef-2023/train_audio/eubeat1/XC696542.ogg,638642,32000,19.9575625
eubeat1,[],[''],38.0652,30.85,Merops apiaster,European Bee-eater,Mehmet Ali Demiral,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746934,eubeat1/XC746934.ogg,0,/kaggle/input/birdclef-2023/train_audio/eubeat1/XC746934.ogg,1465365,32000,45.79265625
grewoo2,[],['call'],-3.3824,36.7897,Phoeniculus purpureus,Green Woodhoopoe,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/527939,grewoo2/XC527939.ogg,0,/kaggle/input/birdclef-2023/train_audio/grewoo2/XC527939.ogg,469248,32000,14.664
fatwid1,[],['communal call'],-0.57,30.76,Euplectes axillaris,Fan-tailed Widowbird,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/282049,fatwid1/XC282049.ogg,0,/kaggle/input/birdclef-2023/train_audio/fatwid1/XC282049.ogg,427990,32000,13.3746875
beasun2,[],"['call', 'subsong']",12.394,-1.318,Cinnyris pulchellus,Beautiful Sunbird,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/127757,beasun2/XC127757.ogg,0,/kaggle/input/birdclef-2023/train_audio/beasun2/XC127757.ogg,864340,32000,27.010625
brctch1,[],"['flight call', 'song']",6.1866,10.4813,Tchagra australis,Brown-crowned Tchagra,Michał Budka,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/121090,brctch1/XC121090.ogg,0,/kaggle/input/birdclef-2023/train_audio/brctch1/XC121090.ogg,649728,32000,20.304
gargan,[],['uncertain'],47.4314,-0.5948,Spatula querquedula,Garganey,Béasse,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/633634,gargan/XC633634.ogg,0,/kaggle/input/birdclef-2023/train_audio/gargan/XC633634.ogg,2073078,32000,64.7836875
trobou1,"['mouwag1', 'tamdov1']","['Song in form of duet', 'song']",-20.0279,32.9901,Laniarius major,Tropical Boubou,Rick Nuttall,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/461167,trobou1/XC461167.ogg,2,/kaggle/input/birdclef-2023/train_audio/trobou1/XC461167.ogg,426304,32000,13.322
rindov,"['carcha1', 'hadibi1']","['adult', 'song']",-26.7706,27.0697,Streptopelia capicola,Ring-necked Dove,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/594126,rindov/XC594126.ogg,2,/kaggle/input/birdclef-2023/train_audio/rindov/XC594126.ogg,363616,32000,11.363
greegr,[],['alarm call'],37.1841,9.6884,Ardea alba,Great Egret,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/307659,greegr/XC307659.ogg,0,/kaggle/input/birdclef-2023/train_audio/greegr/XC307659.ogg,193933,32000,6.06040625
mabeat1,[],['flight call'],-19.0606,44.7947,Merops superciliosus,Madagascar Bee-eater,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/295337,mabeat1/XC295337.ogg,0,/kaggle/input/birdclef-2023/train_audio/mabeat1/XC295337.ogg,413780,32000,12.930625
thrnig1,[],"['adult', 'male', 'song']",46.6156,17.1676,Luscinia luscinia,Thrush Nightingale,Danuta Peplowska-Marczak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/518806,thrnig1/XC518806.ogg,0,/kaggle/input/birdclef-2023/train_audio/thrnig1/XC518806.ogg,546688,32000,17.084
comsan,[],['call'],43.348,-1.7948,Actitis hypoleucos,Common Sandpiper,Itziar Gutiérrez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/397386,comsan/XC397386.ogg,0,/kaggle/input/birdclef-2023/train_audio/comsan/XC397386.ogg,973009,32000,30.40653125
eubeat1,[],['flight call'],37.0951,-6.0386,Merops apiaster,European Bee-eater,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/284637,eubeat1/XC284637.ogg,0,/kaggle/input/birdclef-2023/train_audio/eubeat1/XC284637.ogg,1674344,32000,52.32325
gnbcam2,[],[''],13.3838,-16.7653,Camaroptera brevicaudata,Gray-backed Camaroptera,Matt Slaymaker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/174855,gnbcam2/XC174855.ogg,0,/kaggle/input/birdclef-2023/train_audio/gnbcam2/XC174855.ogg,1607471,32000,50.23346875
barswa,[],['flight call'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/176091,barswa/XC176091.ogg,0,/kaggle/input/birdclef-2023/train_audio/barswa/XC176091.ogg,230688,32000,7.209
woosan,[],['call'],44.2051,132.4161,Tringa glareola,Wood Sandpiper,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/266296,woosan/XC266296.ogg,0,/kaggle/input/birdclef-2023/train_audio/woosan/XC266296.ogg,1849051,32000,57.78284375
colsun2,[],['call'],4.864,39.312,Hedydipna collaris,Collared Sunbird,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267760,colsun2/XC267760.ogg,0,/kaggle/input/birdclef-2023/train_audio/colsun2/XC267760.ogg,1278720,32000,39.96
tafpri1,[],[''],-29.685,31.109,Prinia subflava,Tawny-flanked Prinia,Nick Schaller,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/757399,tafpri1/XC757399.ogg,0,/kaggle/input/birdclef-2023/train_audio/tafpri1/XC757399.ogg,873984,32000,27.312
ruegls1,[],['call'],-0.6028,34.2605,Lamprotornis purpuroptera,Rüppell's Starling,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/364252,ruegls1/XC364252.ogg,0,/kaggle/input/birdclef-2023/train_audio/ruegls1/XC364252.ogg,903628,32000,28.238375
raybar1,"['gobbun1', 'piecro1']",['duet'],-2.9965,37.6244,Trachyphonus erythrocephalus,Red-and-yellow Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/526073,raybar1/XC526073.ogg,2,/kaggle/input/birdclef-2023/train_audio/raybar1/XC526073.ogg,637440,32000,19.92
colsun2,[],['song'],-6.256,39.3761,Hedydipna collaris,Collared Sunbird,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/634200,colsun2/XC634200.ogg,0,/kaggle/input/birdclef-2023/train_audio/colsun2/XC634200.ogg,2450688,32000,76.584
rbsrob1,['helgui'],"['adult', 'song']",-26.7748,26.6932,Cercotrichas leucophrys,Red-backed Scrub-Robin,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/616550,rbsrob1/XC616550.ogg,1,/kaggle/input/birdclef-2023/train_audio/rbsrob1/XC616550.ogg,906944,32000,28.342
hoopoe,[],"['hostile', 'male']",52.2571,20.574,Upupa epops,Eurasian Hoopoe,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/325170,hoopoe/XC325170.ogg,0,/kaggle/input/birdclef-2023/train_audio/hoopoe/XC325170.ogg,1122048,32000,35.064
strher,[],[''],31.1741,121.4214,Butorides striata,Striated Heron,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/729986,strher/XC729986.ogg,0,/kaggle/input/birdclef-2023/train_audio/strher/XC729986.ogg,723456,32000,22.608
barswa,[],"['adult', 'alarm call', 'call', 'flight call', 'male']",51.3052,23.1216,Hirundo rustica,Barn Swallow,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/609237,barswa/XC609237.ogg,0,/kaggle/input/birdclef-2023/train_audio/barswa/XC609237.ogg,658944,32000,20.592
combul2,[],['song'],-25.7603,28.2787,Pycnonotus barbatus,Common Bulbul,Igmar Grewar,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/152750,combul2/XC152750.ogg,0,/kaggle/input/birdclef-2023/train_audio/combul2/XC152750.ogg,662047,32000,20.68896875
wlwwar,[],"['adult', 'male', 'song']",48.1819,-1.593,Phylloscopus trochilus,Willow Warbler,NONY,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/659378,wlwwar/XC659378.ogg,0,/kaggle/input/birdclef-2023/train_audio/wlwwar/XC659378.ogg,1277283,32000,39.91509375
combuz1,[],['call'],51.9347,21.37,Buteo buteo,Common Buzzard,Szymon Pławecki,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/337672,combuz1/XC337672.ogg,0,/kaggle/input/birdclef-2023/train_audio/combuz1/XC337672.ogg,312633,32000,9.76978125
blakit1,[],['call'],,,Milvus migrans,Black Kite,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/190570,blakit1/XC190570.ogg,0,/kaggle/input/birdclef-2023/train_audio/blakit1/XC190570.ogg,168960,32000,5.28
barswa,[],[''],46.8572,-2.0862,Hirundo rustica,Barn Swallow,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/698197,barswa/XC698197.ogg,0,/kaggle/input/birdclef-2023/train_audio/barswa/XC698197.ogg,779520,32000,24.36
gargan,[],['call'],42.9037,13.9077,Spatula querquedula,Garganey,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/405991,gargan/XC405991.ogg,0,/kaggle/input/birdclef-2023/train_audio/gargan/XC405991.ogg,2400736,32000,75.023
soufis1,"['blacuc1', 'rindov']",['song'],-33.594,26.8969,Lanius collaris,Southern Fiscal,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/395701,soufis1/XC395701.ogg,2,/kaggle/input/birdclef-2023/train_audio/soufis1/XC395701.ogg,672914,32000,21.0285625
yefcan,['reedov1'],['song'],-15.477,28.4237,Crithagra mozambica,Yellow-fronted Canary,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/202620,yefcan/XC202620.ogg,1,/kaggle/input/birdclef-2023/train_audio/yefcan/XC202620.ogg,328516,32000,10.266125
eaywag1,[],['flight call'],43.6073,4.2865,Motacilla flava,Western Yellow Wagtail,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/412708,eaywag1/XC412708.ogg,0,/kaggle/input/birdclef-2023/train_audio/eaywag1/XC412708.ogg,612728,32000,19.14775
blacuc1,['wbrcha2'],['song'],-15.477,28.4237,Cuculus clamosus,Black Cuckoo,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/120186,blacuc1/XC120186.ogg,1,/kaggle/input/birdclef-2023/train_audio/blacuc1/XC120186.ogg,455576,32000,14.23675
rindov,"['laudov1', 'reedov1']","['adult', 'call', 'sex uncertain']",-26.4748,26.4169,Streptopelia capicola,Ring-necked Dove,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/659017,rindov/XC659017.ogg,2,/kaggle/input/birdclef-2023/train_audio/rindov/XC659017.ogg,1635872,32000,51.121
gnbcam2,[],[''],0.2841,36.9102,Camaroptera brevicaudata,Gray-backed Camaroptera,Alexander Schlatmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/748252,gnbcam2/XC748252.ogg,0,/kaggle/input/birdclef-2023/train_audio/gnbcam2/XC748252.ogg,506112,32000,15.816
gyhspa1,"['gobbun1', 'piecro1']",['call'],-2.9965,37.6244,Passer griseus,Northern Gray-headed Sparrow,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/526069,gyhspa1/XC526069.ogg,2,/kaggle/input/birdclef-2023/train_audio/gyhspa1/XC526069.ogg,664320,32000,20.76
wlwwar,[],['song'],56.1056,47.5392,Phylloscopus trochilus,Willow Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/314056,wlwwar/XC314056.ogg,0,/kaggle/input/birdclef-2023/train_audio/wlwwar/XC314056.ogg,323500,32000,10.109375
yewgre1,[],['song'],-1.062,29.7865,Eurillas latirostris,Yellow-whiskered Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/234854,yewgre1/XC234854.ogg,0,/kaggle/input/birdclef-2023/train_audio/yewgre1/XC234854.ogg,369476,32000,11.546125
wtbeat1,[],[''],17.9021,42.381,Merops albicollis,White-throated Bee-eater,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746346,wtbeat1/XC746346.ogg,0,/kaggle/input/birdclef-2023/train_audio/wtbeat1/XC746346.ogg,160512,32000,5.016
didcuc1,[],"['adult', 'sex uncertain', 'song']",-25.3658,31.0204,Chrysococcyx caprius,Dideric Cuckoo,Paul Bourdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/650871,didcuc1/XC650871.ogg,0,/kaggle/input/birdclef-2023/train_audio/didcuc1/XC650871.ogg,661211,32000,20.66284375
reftin1,['somgre1'],['song'],-4.2434,39.6018,Pogoniulus pusillus,Red-fronted Tinkerbird,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/117156,reftin1/XC117156.ogg,1,/kaggle/input/birdclef-2023/train_audio/reftin1/XC117156.ogg,1097561,32000,34.29878125
rebfir2,"['afmdov1', 'eswdov1', 'grbcam1', 'slcbou1', 'wbswea1']",['song'],0.5824,37.5861,Lagonosticta senegala,Red-billed Firefinch,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/235187,rebfir2/XC235187.ogg,5,/kaggle/input/birdclef-2023/train_audio/rebfir2/XC235187.ogg,2084780,32000,65.149375
comsan,[],['nocturnal flight call'],48.0372,-4.8622,Actitis hypoleucos,Common Sandpiper,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/677814,comsan/XC677814.ogg,0,/kaggle/input/birdclef-2023/train_audio/comsan/XC677814.ogg,461427,32000,14.41959375
spwlap1,[],"['call', 'flight call']",5.1844,-3.4834,Vanellus spinosus,Spur-winged Lapwing,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/304960,spwlap1/XC304960.ogg,0,/kaggle/input/birdclef-2023/train_audio/spwlap1/XC304960.ogg,644493,32000,20.14040625
comsan,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",41.2243,1.7254,Actitis hypoleucos,Common Sandpiper,Sergi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/628409,comsan/XC628409.ogg,0,/kaggle/input/birdclef-2023/train_audio/comsan/XC628409.ogg,193920,32000,6.06
blakit1,[],['alarm call'],53.0494,11.4994,Milvus migrans,Black Kite,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/139768,blakit1/XC139768.ogg,0,/kaggle/input/birdclef-2023/train_audio/blakit1/XC139768.ogg,4827429,32000,150.85715625
gobbun1,['grbcam1'],"['adult', 'male', 'song']",-15.0416,13.1876,Emberiza flaviventris,Golden-breasted Bunting,Arnon Dattner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/563712,gobbun1/XC563712.ogg,1,/kaggle/input/birdclef-2023/train_audio/gobbun1/XC563712.ogg,1267252,32000,39.601625
reccuc1,[],"['adult', 'male', 'song']",-18.0018,35.1525,Cuculus solitarius,Red-chested Cuckoo,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/524534,reccuc1/XC524534.ogg,0,/kaggle/input/birdclef-2023/train_audio/reccuc1/XC524534.ogg,725568,32000,22.674
eubeat1,[],['flight call'],49.634,26.2213,Merops apiaster,European Bee-eater,Ruslan Mazuryk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/385288,eubeat1/XC385288.ogg,0,/kaggle/input/birdclef-2023/train_audio/eubeat1/XC385288.ogg,2006016,32000,62.688
blnwea1,[],['call'],-0.57,30.76,Ploceus nigricollis,Black-necked Weaver,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/282048,blnwea1/XC282048.ogg,0,/kaggle/input/birdclef-2023/train_audio/blnwea1/XC282048.ogg,105326,32000,3.2914375
eaywag1,[],"['adult', 'call', 'male']",71.964,102.4406,Motacilla flava,Western Yellow Wagtail,Alexander Hellquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,http://xeno-canto.org/675542,eaywag1/XC675542.ogg,0,/kaggle/input/birdclef-2023/train_audio/eaywag1/XC675542.ogg,2451744,32000,76.617
afpwag1,[],['song'],22.3744,31.6028,Motacilla aguimp,African Pied Wagtail,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/341759,afpwag1/XC341759.ogg,0,/kaggle/input/birdclef-2023/train_audio/afpwag1/XC341759.ogg,1420800,32000,44.4
cohmar1,[],[''],39.8769,-4.6432,Delichon urbicum,Common House-Martin,Javier García Sáez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/722483,cohmar1/XC722483.ogg,0,/kaggle/input/birdclef-2023/train_audio/cohmar1/XC722483.ogg,4756224,32000,148.632
